region,age_group,coverage_rate,report_date,gender
North,0-5 years,68.54,2023-07-14,Male
East,6-12 years,97.34,2023-10-20,Male
Centre,0-5 years,80.64,2023-10-24,Male
West,13-17 years,60.92,2023-11-18,Female
West,6-12 years,94.63,2023-06-22,Male
South,18+ years,69.25,2023-09-07,Female
North,18+ years,90.73,2023-01-11,Female
Centre,0-5 years,88.48,2023-09-20,Female
South,6-12 years,86.52,2023-07-26,Female
West,0-5 years,87.06,2023-08-05,Female
North,0-5 years,89.59,2023-06-03,Female
East,18+ years,57.52,2023-05-01,Male
North,0-5 years,72.66,2023-08-14,Male
West,0-5 years,68.21,2023-04-18,Female
East,0-5 years,71.81,2023-11-10,Male
West,18+ years,52.97,2023-08-16,Female
Centre,6-12 years,60.92,2023-05-09,Male
West,0-5 years,96.94,2023-03-08,Male
South,0-5 years,89.5,2023-11-11,Female
Centre,6-12 years,53.05,2023-05-11,Female
North,13-17 years,90.48,2023-09-08,Male
Centre,13-17 years,57.25,2023-04-08,Female
Centre,6-12 years,74.73,2023-10-07,Female
North,6-12 years,59.37,2023-05-15,Male
South,6-12 years,64.69,2023-05-21,Male
Centre,18+ years,88.45,2023-01-07,Female
North,6-12 years,96.37,2023-11-19,Male
Centre,0-5 years,76.94,2023-07-18,Male
East,0-5 years,72.78,2023-12-22,Male
West,0-5 years,58.11,2023-04-11,Male
Centre,18+ years,57.4,2023-11-07,Male
Centre,18+ years,51.28,2023-12-23,Female
South,6-12 years,55.02,2023-05-20,Female
South,13-17 years,60.32,2023-02-19,Female
West,0-5 years,97.55,2023-10-30,Female
Centre,6-12 years,99.09,2023-10-18,Female
East,0-5 years,75.78,2023-04-04,Female
North,18+ years,63.37,2023-07-05,Male
East,6-12 years,57.44,2023-07-17,Male
Centre,6-12 years,85.02,2023-02-25,Male
Centre,18+ years,68.76,2023-09-22,Male
Centre,0-5 years,90.87,2023-04-13,Female
West,18+ years,86.51,2023-10-16,Female
South,13-17 years,70.33,2023-06-17,Male
South,6-12 years,99.46,2023-05-23,Male
Centre,18+ years,61.37,2023-08-26,Male
West,13-17 years,57.28,2023-05-15,Male
South,6-12 years,85.64,2023-01-17,Male
South,13-17 years,97.41,2023-09-09,Female
West,6-12 years,86.28,2023-08-27,Male
West,6-12 years,97.44,2023-12-28,Female
North,18+ years,64.34,2023-10-23,Female
South,0-5 years,65.07,2023-11-25,Female
Centre,6-12 years,60.64,2023-04-23,Female
North,6-12 years,77.53,2023-01-03,Female
West,0-5 years,51.39,2023-07-04,Male
West,13-17 years,78.29,2023-03-29,Male
South,6-12 years,55.65,2023-08-18,Female
East,0-5 years,75.36,2023-06-15,Male
South,6-12 years,72.88,2023-04-12,Male
Centre,13-17 years,96.93,2023-12-25,Male
North,13-17 years,76.98,2023-11-07,Male
North,18+ years,66.29,2023-01-19,Male
Centre,6-12 years,75.55,2023-10-28,Male
North,0-5 years,62.09,2023-11-29,Male
West,13-17 years,86.87,2023-07-01,Male
East,0-5 years,68.14,2023-06-29,Female
North,0-5 years,97.27,2023-06-18,Male
South,6-12 years,73.49,2023-10-21,Female
West,6-12 years,94.19,2023-11-22,Male
North,18+ years,57.54,2023-02-17,Female
Centre,0-5 years,83.42,2023-12-21,Male
North,13-17 years,87.7,2023-04-23,Female
East,18+ years,95.25,2023-08-25,Male
Centre,18+ years,91.4,2023-11-24,Male
West,13-17 years,76.64,2023-10-30,Male
North,6-12 years,96.21,2023-09-21,Female
East,18+ years,75.11,2023-05-17,Female
Centre,18+ years,99.83,2023-10-19,Female
North,18+ years,54.51,2023-04-10,Male
Centre,0-5 years,99.5,2023-05-11,Male
East,18+ years,99.46,2023-11-20,Male
North,18+ years,78.11,2023-09-25,Female
East,6-12 years,72.3,2023-03-21,Female
East,0-5 years,83.97,2023-02-05,Female
North,18+ years,76.21,2023-10-11,Male
West,13-17 years,79.13,2023-03-27,Male
South,13-17 years,95.85,2023-08-14,Female
Centre,6-12 years,85.53,2023-12-27,Female
West,6-12 years,52.54,2023-05-28,Male
West,6-12 years,68.54,2023-03-12,Male
East,0-5 years,65.62,2023-12-08,Male
South,6-12 years,91.15,2023-09-17,Male
East,6-12 years,59.19,2023-05-28,Female
East,18+ years,61.82,2023-10-21,Female
North,13-17 years,97.7,2023-02-12,Female
North,13-17 years,95.15,2023-08-21,Female
South,6-12 years,90.31,2023-09-17,Female
West,18+ years,92.2,2023-07-02,Female
East,6-12 years,58.6,2023-07-03,Female
East,13-17 years,59.44,2023-02-22,Female
Centre,18+ years,79.95,2023-02-01,Male
Centre,0-5 years,65.14,2023-06-02,Female
Centre,18+ years,56.76,2023-10-01,Female
West,0-5 years,52.29,2023-01-26,Female
North,0-5 years,84.0,2023-02-15,Male
West,0-5 years,83.79,2023-10-24,Female
North,0-5 years,84.04,2023-05-25,Female
Centre,13-17 years,66.27,2023-11-11,Female
East,0-5 years,68.88,2023-10-08,Male
South,18+ years,58.34,2023-02-06,Female
South,6-12 years,95.53,2023-09-02,Male
East,18+ years,66.56,2023-01-20,Male
Centre,13-17 years,77.49,2023-01-13,Female
East,13-17 years,87.4,2023-03-16,Male
Centre,6-12 years,54.51,2023-03-14,Male
South,6-12 years,87.15,2023-02-10,Female
South,13-17 years,57.18,2023-12-28,Female
East,0-5 years,63.4,2023-02-26,Male
East,18+ years,77.86,2023-07-08,Male
North,13-17 years,52.9,2023-07-02,Female
South,6-12 years,51.98,2023-05-28,Female
West,6-12 years,78.75,2023-09-19,Female
Centre,0-5 years,99.28,2023-07-09,Male
East,0-5 years,56.99,2023-05-07,Male
North,6-12 years,98.31,2023-10-21,Male
South,0-5 years,89.49,2023-04-12,Male
Centre,0-5 years,87.43,2023-12-22,Male
East,18+ years,84.43,2023-09-16,Female
East,0-5 years,51.07,2023-06-03,Male
East,13-17 years,87.99,2023-06-07,Male
South,0-5 years,69.08,2023-03-28,Male
South,13-17 years,51.43,2023-06-03,Male
North,0-5 years,53.0,2023-06-28,Male
Centre,6-12 years,97.75,2023-02-04,Female
East,18+ years,76.29,2023-08-11,Female
Centre,6-12 years,69.99,2023-06-11,Female
Centre,6-12 years,62.96,2023-10-11,Female
West,6-12 years,79.02,2023-10-15,Male
South,6-12 years,77.41,2023-04-28,Male
North,6-12 years,85.88,2023-08-15,Male
East,0-5 years,70.96,2023-01-28,Female
Centre,6-12 years,79.48,2023-04-22,Male
Centre,18+ years,88.51,2023-01-09,Female
North,18+ years,88.89,2023-11-12,Female
South,18+ years,53.38,2023-10-09,Female
East,18+ years,86.04,2023-03-31,Female
Centre,0-5 years,71.56,2023-04-18,Female
Centre,6-12 years,89.22,2023-05-23,Female
West,6-12 years,74.67,2023-07-05,Male
East,18+ years,94.55,2023-08-31,Female
East,6-12 years,75.41,2023-10-19,Male
South,0-5 years,62.13,2023-02-03,Female
East,18+ years,67.44,2023-02-21,Female
Centre,18+ years,75.85,2023-04-02,Male
East,18+ years,94.1,2023-02-17,Female
West,18+ years,93.34,2023-04-10,Female
South,0-5 years,85.6,2023-07-27,Male
South,6-12 years,71.45,2023-04-02,Female
North,6-12 years,57.53,2023-04-25,Male
North,0-5 years,55.77,2023-07-22,Female
Centre,6-12 years,71.56,2023-01-09,Female
South,18+ years,70.7,2023-04-30,Female
West,18+ years,78.63,2023-10-25,Male
Centre,13-17 years,63.92,2023-12-15,Male
East,13-17 years,58.41,2023-06-03,Female
West,0-5 years,53.69,2023-02-13,Male
West,0-5 years,66.1,2023-04-05,Female
South,0-5 years,97.28,2023-05-11,Male
West,6-12 years,79.27,2023-03-16,Male
West,6-12 years,88.28,2023-12-16,Female
North,0-5 years,78.12,2023-05-23,Female
East,0-5 years,73.97,2023-02-06,Male
East,0-5 years,99.2,2023-10-05,Male
West,0-5 years,78.83,2023-01-17,Female
North,6-12 years,61.88,2023-11-01,Male
East,6-12 years,94.53,2023-06-09,Male
South,18+ years,66.75,2023-12-29,Male
South,6-12 years,62.62,2023-05-04,Male
Centre,0-5 years,87.62,2023-07-23,Male
South,18+ years,50.2,2023-08-02,Female
Centre,6-12 years,69.29,2023-11-13,Female
Centre,0-5 years,67.2,2023-01-15,Female
Centre,13-17 years,62.86,2023-03-15,Female
West,18+ years,58.95,2023-08-10,Female
Centre,0-5 years,85.62,2023-03-11,Female
South,13-17 years,82.01,2023-03-14,Male
South,0-5 years,53.79,2023-05-11,Male
South,18+ years,71.37,2023-02-26,Male
East,0-5 years,97.78,2023-06-07,Male
South,0-5 years,87.05,2023-12-17,Male
West,6-12 years,81.13,2023-09-08,Male
West,13-17 years,69.59,2023-03-08,Female
Centre,13-17 years,86.39,2023-12-10,Male
South,18+ years,86.5,2023-11-05,Female
South,13-17 years,82.79,2023-10-11,Female
North,13-17 years,72.73,2023-12-09,Female
North,0-5 years,78.47,2023-07-01,Female
North,0-5 years,83.07,2023-10-05,Female
South,18+ years,69.53,2023-07-11,Female
South,6-12 years,86.98,2023-10-26,Male
North,6-12 years,97.59,2023-05-12,Female
West,13-17 years,65.55,2023-08-01,Female
West,6-12 years,73.07,2023-09-15,Female
Centre,6-12 years,70.78,2023-08-04,Male
Centre,6-12 years,86.97,2023-05-10,Female
East,13-17 years,89.98,2023-07-26,Male
North,18+ years,86.02,2023-08-12,Male
South,13-17 years,79.38,2023-05-30,Male
West,6-12 years,57.66,2023-01-26,Male
West,13-17 years,61.67,2023-07-05,Male
West,18+ years,55.76,2023-12-11,Male
West,18+ years,71.84,2023-10-10,Male
West,0-5 years,68.37,2023-04-17,Male
South,0-5 years,51.92,2023-09-10,Female
East,0-5 years,71.65,2023-11-18,Male
South,18+ years,93.04,2023-12-20,Female
North,0-5 years,58.92,2023-06-14,Male
East,6-12 years,68.14,2023-02-09,Male
West,0-5 years,90.59,2023-01-12,Male
South,0-5 years,57.94,2023-12-04,Female
West,6-12 years,87.93,2023-05-23,Male
South,6-12 years,66.51,2023-01-31,Female
North,6-12 years,67.7,2023-07-04,Female
South,18+ years,72.16,2023-03-07,Male
Centre,0-5 years,76.48,2023-06-30,Female
West,0-5 years,80.74,2023-09-05,Female
East,6-12 years,72.19,2023-10-25,Female
West,6-12 years,63.2,2023-08-07,Male
South,6-12 years,55.76,2023-06-07,Female
Centre,18+ years,92.4,2023-06-26,Male
East,18+ years,77.88,2023-12-12,Male
South,6-12 years,61.32,2023-06-26,Male
Centre,18+ years,69.85,2023-01-10,Male
Centre,0-5 years,98.5,2023-03-31,Female
West,0-5 years,79.17,2023-11-22,Female
South,0-5 years,71.61,2023-12-10,Female
East,6-12 years,53.23,2023-05-20,Female
North,18+ years,54.46,2023-03-22,Male
South,13-17 years,64.81,2023-05-09,Male
North,6-12 years,81.01,2023-06-23,Female
East,6-12 years,92.17,2023-04-25,Male
North,13-17 years,79.31,2023-07-01,Female
West,18+ years,66.43,2023-10-04,Female
North,0-5 years,70.31,2023-09-27,Male
Centre,6-12 years,50.93,2023-09-11,Female
Centre,18+ years,94.22,2023-05-23,Male
Centre,13-17 years,82.56,2023-03-18,Male
South,0-5 years,68.09,2023-07-02,Female
Centre,0-5 years,73.57,2023-05-31,Male
Centre,18+ years,82.77,2023-12-16,Female
North,13-17 years,81.95,2023-04-09,Female
West,18+ years,97.92,2023-03-22,Male
East,6-12 years,67.12,2023-07-29,Male
West,6-12 years,87.28,2023-03-18,Male
East,18+ years,94.02,2023-11-07,Male
South,6-12 years,90.61,2023-05-23,Male
Centre,0-5 years,72.38,2023-10-20,Male
South,13-17 years,92.69,2023-12-06,Female
East,0-5 years,57.33,2023-12-28,Male
South,6-12 years,83.08,2023-01-25,Female
Centre,13-17 years,95.21,2023-05-04,Male
West,0-5 years,96.65,2023-11-15,Male
West,6-12 years,54.41,2023-03-14,Female
East,6-12 years,93.32,2023-08-11,Female
West,18+ years,74.14,2023-12-12,Female
East,6-12 years,94.22,2023-04-19,Male
East,6-12 years,68.39,2023-06-24,Female
East,0-5 years,67.69,2023-01-02,Female
East,0-5 years,96.54,2023-06-12,Male
East,18+ years,69.88,2023-03-13,Male
North,6-12 years,56.15,2023-10-25,Male
Centre,0-5 years,92.55,2023-03-01,Female
South,18+ years,95.86,2023-09-27,Female
Centre,13-17 years,87.45,2023-05-15,Female
East,18+ years,89.58,2023-07-27,Male
Centre,18+ years,87.36,2023-02-01,Female
Centre,6-12 years,68.92,2023-05-26,Female
North,13-17 years,70.03,2023-04-05,Female
South,18+ years,68.46,2023-03-11,Female
South,18+ years,80.73,2023-07-22,Male
West,18+ years,73.6,2023-10-10,Female
East,0-5 years,98.74,2023-07-09,Female
East,18+ years,85.45,2023-08-24,Male
West,0-5 years,58.13,2023-05-27,Male
East,0-5 years,54.4,2023-11-17,Female
North,13-17 years,78.39,2023-03-24,Male
South,0-5 years,71.52,2023-02-16,Female
South,13-17 years,88.55,2023-07-23,Male
South,18+ years,94.5,2023-01-23,Male
North,18+ years,61.82,2023-12-11,Female
East,0-5 years,92.33,2023-02-07,Male
East,18+ years,90.36,2023-12-31,Male
West,0-5 years,74.97,2023-01-17,Male
East,13-17 years,58.86,2023-12-18,Female
Centre,0-5 years,62.03,2023-07-21,Male
Centre,18+ years,57.77,2023-07-14,Male
South,6-12 years,53.63,2023-08-16,Female
West,13-17 years,52.84,2023-11-27,Female
South,0-5 years,56.39,2023-06-09,Female
North,0-5 years,67.53,2023-06-07,Female
South,13-17 years,72.75,2023-08-30,Female
East,18+ years,72.31,2023-05-29,Female
West,0-5 years,91.18,2023-09-18,Female
West,18+ years,99.51,2023-03-30,Female
Centre,18+ years,72.06,2023-05-02,Male
Centre,6-12 years,55.58,2023-04-18,Male
East,6-12 years,99.46,2023-04-24,Female
West,13-17 years,96.79,2023-04-29,Male
West,18+ years,91.64,2023-07-13,Female
Centre,13-17 years,89.96,2023-05-20,Male
North,18+ years,97.31,2023-09-01,Male
West,0-5 years,83.59,2023-11-07,Female
East,13-17 years,54.19,2023-04-02,Female
North,6-12 years,68.86,2023-04-04,Female
South,6-12 years,90.93,2023-04-09,Male
Centre,0-5 years,62.34,2023-05-06,Female
West,18+ years,74.69,2023-02-21,Male
North,18+ years,95.88,2023-10-11,Female
Centre,6-12 years,78.56,2023-01-09,Male
West,6-12 years,70.14,2023-10-15,Female
West,0-5 years,91.89,2023-08-11,Female
South,13-17 years,66.28,2023-08-23,Female
West,6-12 years,99.81,2023-11-01,Female
West,13-17 years,91.91,2023-06-23,Female
East,0-5 years,89.14,2023-10-14,Female
East,0-5 years,64.88,2023-01-30,Male
North,18+ years,64.32,2023-07-26,Female
West,13-17 years,70.31,2023-11-27,Male
Centre,0-5 years,68.86,2023-10-16,Male
North,6-12 years,57.34,2023-01-20,Female
West,0-5 years,99.79,2023-09-17,Female
South,6-12 years,91.56,2023-01-19,Male
Centre,6-12 years,71.56,2023-01-16,Female
North,0-5 years,54.08,2023-03-09,Male
Centre,0-5 years,67.79,2023-12-06,Male
East,18+ years,78.44,2023-03-02,Male
South,0-5 years,68.77,2023-02-17,Female
East,6-12 years,59.15,2023-12-30,Male
South,6-12 years,50.1,2023-09-15,Male
West,13-17 years,83.46,2023-12-15,Male
South,0-5 years,77.66,2023-01-22,Female
East,6-12 years,76.8,2023-02-09,Female
South,6-12 years,55.61,2023-05-21,Female
North,18+ years,63.87,2023-08-12,Male
North,0-5 years,56.86,2023-03-21,Male
North,13-17 years,65.61,2023-05-26,Male
North,13-17 years,55.74,2023-07-28,Male
North,0-5 years,81.38,2023-09-20,Female
South,0-5 years,62.11,2023-04-17,Male
Centre,13-17 years,98.63,2023-06-23,Male
East,6-12 years,50.03,2023-02-26,Male
East,13-17 years,59.21,2023-02-18,Female
North,18+ years,81.98,2023-09-27,Male
North,0-5 years,74.25,2023-01-21,Female
West,13-17 years,53.08,2023-02-26,Female
South,6-12 years,81.37,2023-04-17,Female
East,13-17 years,68.7,2023-05-24,Male
East,0-5 years,59.42,2023-07-25,Male
South,0-5 years,66.9,2023-10-10,Male
East,18+ years,67.04,2023-02-12,Female
East,18+ years,67.31,2023-08-15,Male
East,18+ years,89.77,2023-08-08,Female
Centre,0-5 years,50.21,2023-03-22,Female
South,6-12 years,65.89,2023-02-27,Male
North,0-5 years,86.26,2023-02-03,Female
North,0-5 years,53.94,2023-09-09,Female
Centre,6-12 years,71.12,2023-07-26,Female
Centre,13-17 years,80.03,2023-06-19,Female
Centre,6-12 years,86.32,2023-11-17,Female
Centre,6-12 years,64.27,2023-09-13,Female
East,18+ years,89.93,2023-01-31,Female
South,13-17 years,54.49,2023-11-03,Female
North,0-5 years,71.32,2023-07-15,Male
North,13-17 years,65.49,2023-08-09,Male
South,6-12 years,70.34,2023-02-10,Female
East,0-5 years,62.06,2023-11-23,Male
West,0-5 years,61.69,2023-04-28,Female
East,6-12 years,71.47,2023-03-30,Male
North,0-5 years,51.47,2023-09-01,Female
East,18+ years,80.15,2023-06-08,Male
West,13-17 years,82.9,2023-05-25,Male
East,13-17 years,65.4,2023-10-17,Female
South,18+ years,83.65,2023-06-13,Female
West,13-17 years,69.7,2023-03-14,Female
Centre,6-12 years,72.14,2023-01-12,Female
Centre,0-5 years,86.24,2023-03-04,Female
North,18+ years,92.12,2023-12-11,Female
South,13-17 years,79.81,2023-04-20,Male
Centre,18+ years,56.02,2023-05-29,Male
South,13-17 years,65.92,2023-05-30,Male
Centre,18+ years,52.54,2023-01-18,Male
South,13-17 years,94.26,2023-10-25,Female
North,18+ years,82.79,2023-06-04,Female
East,0-5 years,69.01,2023-02-19,Female
East,0-5 years,86.53,2023-08-16,Male
East,18+ years,78.59,2023-09-22,Male
South,6-12 years,77.39,2023-10-27,Male
East,6-12 years,99.21,2023-07-26,Female
West,18+ years,62.44,2023-03-07,Male
South,13-17 years,69.83,2023-02-21,Male
West,18+ years,75.29,2023-12-20,Male
East,13-17 years,88.95,2023-11-05,Male
North,0-5 years,81.06,2023-02-27,Female
South,18+ years,97.38,2023-07-17,Male
West,18+ years,59.58,2023-02-23,Female
Centre,18+ years,64.2,2023-04-30,Female
North,18+ years,63.99,2023-11-08,Female
West,0-5 years,97.75,2023-08-21,Male
South,6-12 years,76.2,2023-10-20,Male
South,13-17 years,68.09,2023-11-18,Male
East,13-17 years,71.32,2023-06-08,Male
South,6-12 years,90.23,2023-12-20,Female
West,13-17 years,69.1,2023-06-24,Male
West,0-5 years,77.74,2023-10-26,Male
South,6-12 years,85.55,2023-08-27,Male
North,13-17 years,78.11,2023-09-25,Female
East,13-17 years,97.37,2023-05-16,Male
Centre,13-17 years,52.16,2023-10-07,Female
Centre,13-17 years,62.99,2023-04-15,Male
Centre,18+ years,53.99,2023-05-29,Female
Centre,13-17 years,70.76,2023-04-20,Female
North,13-17 years,95.22,2023-07-13,Female
Centre,18+ years,81.39,2023-03-13,Male
South,18+ years,56.59,2023-11-14,Male
East,0-5 years,84.52,2023-11-02,Female
West,13-17 years,80.76,2023-03-15,Male
South,0-5 years,92.21,2023-03-21,Female
South,13-17 years,93.12,2023-03-29,Female
South,13-17 years,60.3,2023-05-24,Male
Centre,0-5 years,68.06,2023-05-30,Male
South,6-12 years,82.47,2023-04-10,Female
North,13-17 years,63.4,2023-11-26,Male
South,0-5 years,52.16,2023-11-13,Female
South,13-17 years,59.2,2023-02-19,Male
South,18+ years,92.34,2023-10-23,Male
North,0-5 years,68.74,2023-11-28,Female
North,0-5 years,70.64,2023-09-26,Male
South,0-5 years,77.52,2023-08-08,Male
Centre,6-12 years,70.01,2023-02-11,Female
West,6-12 years,60.3,2023-10-12,Male
Centre,6-12 years,64.23,2023-07-28,Male
South,18+ years,71.29,2023-09-08,Female
West,0-5 years,75.91,2023-01-06,Female
South,0-5 years,58.01,2023-07-07,Male
South,0-5 years,92.65,2023-03-17,Male
South,13-17 years,82.97,2023-10-14,Male
South,6-12 years,57.13,2023-01-09,Female
Centre,6-12 years,73.55,2023-10-29,Female
Centre,0-5 years,76.43,2023-11-09,Female
South,0-5 years,75.14,2023-09-25,Male
East,13-17 years,99.35,2023-05-01,Male
East,13-17 years,98.18,2023-09-27,Female
East,18+ years,59.85,2023-07-29,Male
East,6-12 years,53.04,2023-10-03,Female
East,0-5 years,78.91,2023-05-21,Female
West,18+ years,83.53,2023-01-04,Male
West,6-12 years,82.12,2023-08-14,Male
West,13-17 years,69.58,2023-10-16,Male
South,13-17 years,79.55,2023-09-28,Female
Centre,0-5 years,89.8,2023-08-14,Male
West,13-17 years,90.88,2023-05-30,Female
East,6-12 years,60.28,2023-09-02,Male
East,6-12 years,58.74,2023-05-26,Male
West,0-5 years,50.19,2023-10-10,Female
South,13-17 years,81.08,2023-03-25,Female
West,0-5 years,68.49,2023-08-20,Female
East,6-12 years,76.73,2023-06-12,Female
South,13-17 years,92.0,2023-03-14,Male
North,18+ years,57.41,2023-10-21,Female
West,13-17 years,83.3,2023-05-07,Female
Centre,6-12 years,67.91,2023-05-05,Female
Centre,18+ years,86.08,2023-11-17,Male
South,13-17 years,73.1,2023-07-19,Male
West,0-5 years,95.95,2023-04-13,Female
Centre,6-12 years,65.72,2023-06-12,Female
South,6-12 years,56.01,2023-06-27,Female
East,18+ years,95.43,2023-12-30,Female
North,0-5 years,57.0,2023-08-23,Female
South,13-17 years,71.93,2023-02-25,Female
East,6-12 years,64.07,2023-08-11,Male
South,6-12 years,64.85,2023-12-14,Female
South,6-12 years,73.19,2023-02-17,Male
North,13-17 years,74.6,2023-12-08,Female
North,13-17 years,67.24,2023-07-30,Male
South,6-12 years,93.7,2023-12-11,Female
East,13-17 years,87.53,2023-06-29,Female
North,0-5 years,53.59,2023-08-03,Female
South,18+ years,79.79,2023-04-14,Male
South,18+ years,81.34,2023-03-15,Female
East,18+ years,65.25,2023-06-03,Female
Centre,13-17 years,88.89,2023-09-07,Male
East,13-17 years,51.87,2023-09-24,Female
North,6-12 years,74.95,2023-09-03,Male
East,18+ years,96.14,2023-04-10,Female
South,13-17 years,61.14,2023-03-08,Female
West,13-17 years,57.54,2023-12-04,Female
West,18+ years,58.71,2023-05-28,Male
Centre,0-5 years,79.47,2023-01-24,Male
Centre,18+ years,54.1,2023-05-09,Male
East,0-5 years,63.16,2023-07-12,Female
North,6-12 years,73.76,2023-01-22,Female
West,18+ years,71.32,2023-12-01,Female
West,0-5 years,88.56,2023-08-28,Male
East,18+ years,59.49,2023-04-16,Male
North,0-5 years,59.02,2023-06-19,Male
Centre,13-17 years,98.49,2023-01-04,Female
East,13-17 years,82.04,2023-07-21,Male
Centre,13-17 years,79.08,2023-12-11,Male
North,0-5 years,92.09,2023-03-28,Female
